# synapse type	synapse ID	soma distance	section ID	section pt ID	dendrite label	activation times
L1D1	2	305.281110126	24	39	ApicalDendrite	215.666257341,
L1D1	18	264.375441408	96	33	Dendrite	215.85375633,
L1D1	23	315.85067255	23	45	ApicalDendrite	215.85375633,
L1D1	25	144.877877409	77	41	Dendrite	216.107166579,
L1D1	27	180.628272177	58	25	Dendrite	215.85375633,
L1D1_ongoing	2	305.281110126	24	39	ApicalDendrite	105.229839969,
L1D1_ongoing	22	196.111627637	110	60	Dendrite	159.44468774,
L1D1_ongoing	27	180.628272177	58	25	Dendrite	234.628138987,
L1D1_ongoing	31	282.982372924	86	0	Dendrite	155.914382943,
L1D1_ongoing	35	146.408417734	59	38	Dendrite	166.070764898,
L1D1_ongoing	40	289.482176024	85	1	Dendrite	237.177505991,
L1D1_ongoing	41	293.430417292	85	2	Dendrite	152.458280079,174.261246325,
L1D2_ongoing	4	250.414676578	96	29	Dendrite	189.02755338,
L1D2_ongoing	7	266.928279837	96	34	Dendrite	51.3676672994,
L1D2_ongoing	11	255.131035451	96	30	Dendrite	243.157883622,
L1D2_ongoing	16	371.430676504	23	71	ApicalDendrite	119.860612759,
L1D2_ongoing	18	64.401442075	55	49	Dendrite	129.184275394,
L1D2_ongoing	26	170.677256053	44	44	ApicalDendrite	58.941944388,
L1D2_ongoing	28	145.932503088	44	39	ApicalDendrite	122.258176963,
L1D2_ongoing	39	92.1541363855	117	33	Dendrite	239.994740174,
L1D2_ongoing	50	61.3187555756	98	0	Dendrite	5.77294543105,
L1D2_ongoing	59	180.628272177	58	25	Dendrite	232.462741515,
L1D2_ongoing	81	115.859227393	110	22	Dendrite	13.7655392239,
L1D2_ongoing	98	241.926059381	44	64	ApicalDendrite	194.502980044,
L1D2_ongoing	107	220.4288332	44	57	ApicalDendrite	199.666840716,
L1D2_ongoing	136	263.593112097	94	43	Dendrite	120.50908072,
L1D2_ongoing	140	279.402645554	96	39	Dendrite	30.4002157341,
L1D2_ongoing	149	201.253086661	45	58	ApicalDendrite	29.2623673062,73.6191676774,
L1D2_ongoing	159	305.281110126	24	39	ApicalDendrite	123.019624366,
L1D2_ongoing	161	337.267597443	34	31	ApicalDendrite	241.674779416,
L1D2_ongoing	163	325.070370528	24	47	ApicalDendrite	118.984197658,
L1D2_ongoing	172	333.152644292	23	52	ApicalDendrite	237.896147421,
L1D2_ongoing	176	221.716176443	95	22	Dendrite	231.920934853,
L1D2_ongoing	184	120.332827609	92	27	Dendrite	237.539482865,
L1D2_ongoing	189	31.6856568604	118	3	Dendrite	234.777813367,
L1D2_ongoing	190	97.1485188528	129	28	Dendrite	236.032664945,
L1D2_ongoing	196	374.213334767	34	48	ApicalDendrite	31.3255833998,
L1D2_ongoing	198	367.286913216	24	72	ApicalDendrite	49.8939847267,
L1D2_ongoing	202	197.053801344	94	6	Dendrite	40.38324148,
L1D2_ongoing	204	193.216559235	94	5	Dendrite	58.4570701141,156.989974022,
L1D2_ongoing	206	241.392841832	96	25	Dendrite	55.8786292042,
L1D2_ongoing	216	240.922124356	94	32	Dendrite	89.3096252817,
L1D2_ongoing	217	234.43696594	96	23	Dendrite	191.602616505,
L1D2_ongoing	228	237.773797135	96	24	Dendrite	246.191702348,
L1D2_ongoing	229	181.090637712	96	5	Dendrite	68.1867917644,
L1D2_ongoing	249	312.6756998	34	23	ApicalDendrite	61.5908454964,
L1D2_ongoing	252	125.621917375	74	37	Dendrite	95.7796048525,189.826314619,
L1D2_ongoing	256	156.407830048	59	40	Dendrite	62.9614974909,
L1D2_ongoing	265	161.049667243	59	41	Dendrite	133.357553838,
L1D2_ongoing	273	115.701068799	99	24	Dendrite	171.942973693,
L1D2_ongoing	276	76.633641933	111	5	Dendrite	1.92496705376,
L1D2_ongoing	285	198.244635912	77	61	Dendrite	101.348480044,
L1D2_ongoing	299	133.735880478	14	88	ApicalDendrite	21.9661836237,
L2D1	0	188.268800389	18	44	ApicalDendrite	219.178512484,
L2D1	25	44.613139777	123	4	Dendrite	212.069937977,
L2D1	30	43.4713122068	124	5	Dendrite	241.466372901,
L2D1	110	87.2272826615	128	23	Dendrite	216.792805041,
L2D2	6	109.349101712	81	37	Dendrite	291.853134649,
L2D2	23	124.008399548	13	32	ApicalDendrite	289.565381548,
L2D2	32	128.629530104	81	47	Dendrite	285.756236063,
L2D2	64	128.629530104	81	47	Dendrite	266.148648774,
L2D2	78	27.9659318918	102	0	Dendrite	239.842949896,
L2D2	105	61.5313903712	104	13	Dendrite	222.354362928,
L2D2	118	62.7544002083	105	16	Dendrite	275.738012623,
L2D2	201	86.5938334818	98	12	Dendrite	263.059210273,
L2D2	229	59.3990272208	103	15	Dendrite	258.182595686,
L2D2	253	68.5209728016	105	20	Dendrite	258.196979322,
L2D2	308	89.1544439029	132	14	Dendrite	270.723311325,
L2D2	339	128.720445538	110	29	Dendrite	281.987400674,
L2D2	367	40.9000403159	43	3	ApicalDendrite	250.757073982,
L2D2	420	169.832288371	72	27	Dendrite	240.028896358,
L2D2	439	130.120633536	14	81	ApicalDendrite	280.597648033,
L2D2	444	160.60167939	88	51	Dendrite	294.681978996,
L2D2	447	97.6662180401	88	22	Dendrite	282.614103965,
L2D2	469	127.099824163	14	76	ApicalDendrite	267.778779669,
L2D2	493	129.426097345	14	80	ApicalDendrite	231.195396961,
L2D2	512	159.116214846	20	26	ApicalDendrite	282.778675403,
