# synapse type	synapse ID	soma distance	section ID	section pt ID	dendrite label	activation times
L1D1	4	246.147502303	84	83	Dendrite	217.014245815,
L1D1	10	378.823245807	23	76	ApicalDendrite	217.014245815,
L1D1	13	327.582934032	85	13	Dendrite	215.328725302,
L1D1_ongoing	8	387.843604537	23	79	ApicalDendrite	68.1789257994,
L1D1_ongoing	12	321.966331636	85	11	Dendrite	17.5442749506,239.500526908,
L1D1_ongoing	13	327.582934032	85	13	Dendrite	1.22413547479,
L1D1_ongoing	27	180.628272177	58	25	Dendrite	44.0958376608,
L1D2_ongoing	0	267.110362227	24	20	ApicalDendrite	195.071349822,
L1D2_ongoing	7	266.928279837	96	34	Dendrite	146.324282542,
L1D2_ongoing	11	255.131035451	96	30	Dendrite	94.8903115174,
L1D2_ongoing	18	64.401442075	55	49	Dendrite	9.99019293731,
L1D2_ongoing	26	170.677256053	44	44	ApicalDendrite	211.50241717,
L1D2_ongoing	38	159.959668842	92	39	Dendrite	185.316275386,
L1D2_ongoing	50	61.3187555756	98	0	Dendrite	182.927946611,244.976975532,
L1D2_ongoing	54	88.0359075206	66	13	Dendrite	14.8794519866,
L1D2_ongoing	59	180.628272177	58	25	Dendrite	157.476431389,
L1D2_ongoing	72	189.866934116	14	109	ApicalDendrite	182.091753896,
L1D2_ongoing	80	118.974216335	58	5	Dendrite	193.755063132,
L1D2_ongoing	83	113.975366381	111	19	Dendrite	240.474515425,
L1D2_ongoing	85	133.085660815	110	31	Dendrite	23.5963280709,
L1D2_ongoing	90	132.762208873	111	29	Dendrite	45.6773123173,
L1D2_ongoing	92	197.138642639	91	65	Dendrite	1.88094135416,
L1D2_ongoing	94	169.212680549	91	53	Dendrite	232.86167108,
L1D2_ongoing	100	235.610730721	44	62	ApicalDendrite	20.4540155477,
L1D2_ongoing	101	231.48998264	44	61	ApicalDendrite	133.733398295,
L1D2_ongoing	102	227.34907043	44	59	ApicalDendrite	138.876400053,
L1D2_ongoing	104	211.878368344	44	54	ApicalDendrite	22.9561898718,
L1D2_ongoing	106	228.957851565	44	60	ApicalDendrite	101.314357954,
L1D2_ongoing	115	97.0359225833	87	8	Dendrite	109.330120393,
L1D2_ongoing	124	145.398590963	42	18	ApicalDendrite	164.763516378,
L1D2_ongoing	136	263.593112097	94	43	Dendrite	49.3890816496,
L1D2_ongoing	144	286.585144126	96	42	Dendrite	166.149540592,
L1D2_ongoing	147	179.843438655	45	50	ApicalDendrite	238.844336165,
L1D2_ongoing	149	201.253086661	45	58	ApicalDendrite	164.312090268,
L1D2_ongoing	153	165.419770396	45	45	ApicalDendrite	204.801064253,
L1D2_ongoing	156	155.453392384	41	25	ApicalDendrite	50.1642322495,
L1D2_ongoing	160	308.504774332	24	40	ApicalDendrite	240.070245654,
L1D2_ongoing	167	213.644813847	58	34	Dendrite	109.598407424,
L1D2_ongoing	171	216.504290391	58	35	Dendrite	234.357130626,
L1D2_ongoing	172	333.152644292	23	52	ApicalDendrite	53.3893266387,
L1D2_ongoing	190	97.1485188528	129	28	Dendrite	122.190190209,
L1D2_ongoing	191	130.273702518	7	55	ApicalDendrite	222.534226371,
L1D2_ongoing	207	235.035492715	94	27	Dendrite	19.7398450131,
L1D2_ongoing	211	236.952424266	94	28	Dendrite	128.122457539,
L1D2_ongoing	212	242.667676584	94	33	Dendrite	99.5097840937,249.54641033,
L1D2_ongoing	214	244.306237009	94	34	Dendrite	60.6645152181,
L1D2_ongoing	217	234.43696594	96	23	Dendrite	110.482255486,
L1D2_ongoing	224	198.814909871	94	7	Dendrite	136.600079155,
L1D2_ongoing	227	206.141743197	96	14	Dendrite	131.282103431,231.000962779,
L1D2_ongoing	238	115.999680225	69	27	Dendrite	109.804292723,217.333098396,
L1D2_ongoing	247	308.785608674	33	20	ApicalDendrite	143.794576873,
L1D2_ongoing	254	161.766201159	14	101	ApicalDendrite	65.0943098949,
L1D2_ongoing	257	152.512242597	58	17	Dendrite	182.154100904,
L1D2_ongoing	262	158.412755021	58	19	Dendrite	139.476905929,
