# synapse type	synapse ID	soma distance	section ID	section pt ID	dendrite label	activation times
L1D1	2	305.281110126	24	39	ApicalDendrite	214.297707524,
L1D1	14	308.790201578	85	7	Dendrite	213.049049158,
L1D1	19	247.526609185	96	28	Dendrite	213.163542766,
L1D1	20	354.587962475	24	64	ApicalDendrite	216.29369802,
L1D1	31	282.982372924	86	0	Dendrite	216.29369802,
L1D1	32	304.105197592	34	20	ApicalDendrite	211.540309276,
L1D1	38	414.333208238	29	110	ApicalDendrite	214.321063848,
L1D1_ongoing	4	246.147502303	84	83	Dendrite	192.377403558,
L1D1_ongoing	10	378.823245807	23	76	ApicalDendrite	160.647771225,171.141531911,
L1D1_ongoing	13	327.582934032	85	13	Dendrite	182.00957065,
L1D1_ongoing	34	145.398590963	42	18	ApicalDendrite	44.1214041382,
L1D1_ongoing	43	131.717077661	59	35	Dendrite	241.354652663,
L1D2_ongoing	12	262.234352036	96	32	Dendrite	82.7187661552,249.214986706,
L1D2_ongoing	17	41.9984208294	80	4	Dendrite	63.407761117,
L1D2_ongoing	21	43.2322349937	63	5	Dendrite	152.52805659,
L1D2_ongoing	28	145.932503088	44	39	ApicalDendrite	38.0323582453,
L1D2_ongoing	36	200.057517281	95	10	Dendrite	126.447487315,
L1D2_ongoing	40	95.534833957	117	34	Dendrite	40.5556846798,
L1D2_ongoing	47	88.0359075206	68	0	Dendrite	123.023362268,
L1D2_ongoing	51	70.4389846043	70	8	Dendrite	125.877704661,
L1D2_ongoing	55	116.845156417	91	29	Dendrite	134.882354045,
L1D2_ongoing	67	362.725289587	86	26	Dendrite	134.090818635,
L1D2_ongoing	68	220.757803574	45	66	ApicalDendrite	102.301746451,
L1D2_ongoing	69	136.31798043	13	38	ApicalDendrite	101.024146596,
L1D2_ongoing	74	168.357813409	14	103	ApicalDendrite	121.356176659,
L1D2_ongoing	78	95.7160188563	56	29	Dendrite	133.95703518,
L1D2_ongoing	79	121.754481153	57	5	Dendrite	79.1518996309,159.09024535,
L1D2_ongoing	93	179.673311314	91	57	Dendrite	148.238204101,
L1D2_ongoing	97	220.4288332	44	57	ApicalDendrite	165.809188894,
L1D2_ongoing	109	223.839077415	44	58	ApicalDendrite	84.9462731404,
L1D2_ongoing	111	83.9942927706	7	32	ApicalDendrite	103.498095268,
L1D2_ongoing	140	279.402645554	96	39	Dendrite	91.4104707908,
L1D2_ongoing	143	291.25787469	96	45	Dendrite	56.98103787,
L1D2_ongoing	148	187.065508945	45	53	ApicalDendrite	7.46053526492,
L1D2_ongoing	152	204.186264374	45	59	ApicalDendrite	108.051728483,
L1D2_ongoing	159	305.281110126	24	39	ApicalDendrite	38.5679400494,205.192075722,
L1D2_ongoing	160	308.504774332	24	40	ApicalDendrite	147.890597399,
L1D2_ongoing	163	325.070370528	24	47	ApicalDendrite	8.91126633514,118.664935439,
L1D2_ongoing	173	215.187070735	95	18	Dendrite	50.1692535501,
L1D2_ongoing	174	225.581903893	95	24	Dendrite	7.60504178042,
L1D2_ongoing	184	120.332827609	92	27	Dendrite	177.281147351,
L1D2_ongoing	186	102.752589087	92	19	Dendrite	117.250924064,
L1D2_ongoing	199	379.009335615	34	50	ApicalDendrite	48.9518094733,
L1D2_ongoing	201	216.978781434	96	19	Dendrite	219.39166743,
L1D2_ongoing	209	238.281874696	94	29	Dendrite	125.808179152,235.582182992,
L1D2_ongoing	211	236.952424266	94	28	Dendrite	231.563745811,
L1D2_ongoing	217	234.43696594	96	23	Dendrite	209.599560453,
L1D2_ongoing	222	219.817411716	94	19	Dendrite	212.29778701,
L1D2_ongoing	238	115.999680225	69	27	Dendrite	206.6203856,
L1D2_ongoing	248	286.285495399	86	2	Dendrite	88.0830710653,129.444780277,
L1D2_ongoing	258	141.4262955	59	37	Dendrite	118.327334749,
L1D2_ongoing	260	161.529957115	58	20	Dendrite	206.432297974,
L1D2_ongoing	276	76.633641933	111	5	Dendrite	93.1736533123,
L1D2_ongoing	280	154.933877467	77	45	Dendrite	154.168492779,
L1D2_ongoing	284	166.255947781	77	49	Dendrite	184.980915039,
L1D2_ongoing	290	194.983326386	77	60	Dendrite	135.44452284,
L1D2_ongoing	291	183.954184686	77	55	Dendrite	36.2336726643,
L2D1	44	35.7974752533	50	0	Dendrite	210.891451044,
L2D1	126	119.603541198	5	22	ApicalDendrite	239.04880216,
L2D1	151	142.403656005	9	47	ApicalDendrite	222.872548298,
L2D1	274	374.532628069	29	96	ApicalDendrite	222.872548298,
L2D1_ongoing	97	49.5479668938	127	1	Dendrite	231.532181121,
L2D1_ongoing	320	246.14532878	36	15	ApicalDendrite	183.238238171,
L2D2	33	92.4413211143	7	35	ApicalDendrite	280.480844345,
L2D2	55	120.577895209	81	43	Dendrite	284.334348355,
L2D2	130	68.5209728016	105	20	Dendrite	234.790154466,
L2D2	134	66.7756912918	105	19	Dendrite	266.925941757,
L2D2	135	44.5038258279	103	3	Dendrite	232.142972381,
L2D2	140	88.711467865	105	31	Dendrite	237.480501652,
L2D2	173	88.006411443	104	25	Dendrite	217.99147059,
L2D2	187	88.8955836934	129	26	Dendrite	239.447881383,
L2D2	188	64.3676851085	105	17	Dendrite	254.452651943,
L2D2	248	88.006411443	104	25	Dendrite	248.163855664,
L2D2	250	68.9008234045	103	22	Dendrite	288.490950111,
L2D2	332	320.452870824	34	26	ApicalDendrite	214.46219328,
L2D2	347	120.483505831	111	22	Dendrite	263.954809564,
L2D2	383	50.210257587	76	11	Dendrite	268.294452275,
L2D2	429	87.3349065051	45	16	ApicalDendrite	253.199961701,
L2D2	436	167.535931268	88	61	Dendrite	297.921221146,
L2D2	443	135.3198416	14	89	ApicalDendrite	220.025673416,
L2D2	449	148.498944888	88	43	Dendrite	273.721257166,
L2D2	463	111.966807367	14	59	ApicalDendrite	213.611212643,
L2D2	468	117.640921262	45	27	ApicalDendrite	224.391896404,
L2D2	498	81.687966476	45	14	ApicalDendrite	267.299093173,
L2D2	516	138.962436484	113	41	Dendrite	252.185077266,
L2D2	555	78.5784190007	56	9	Dendrite	241.347775387,
L2D2	585	126.16849096	59	33	Dendrite	279.95345202,
L2D2	599	121.09099882	59	31	Dendrite	252.913110785,
L2D2	628	137.542636761	5	27	ApicalDendrite	212.576055469,
L2D2	648	137.653008385	104	48	Dendrite	284.291357595,
L2D2	699	54.4307816468	127	4	Dendrite	259.009246255,
L2D2	772	59.1134844648	3	16	ApicalDendrite	233.520823066,
L2D2	783	65.4375143407	127	11	Dendrite	233.983166779,
L2D2	812	122.030760378	4	20	ApicalDendrite	270.413763886,
L2D2	853	65.4375143407	127	11	Dendrite	217.99147059,
L2D2	874	66.1243020812	5	0	ApicalDendrite	263.954809564,
L2D2	877	111.865537376	4	17	ApicalDendrite	234.790154466,
L2D2	898	114.958441635	4	18	ApicalDendrite	259.009246255,
L2D2	977	369.634483309	29	95	ApicalDendrite	259.009246255,
L2D2	1051	85.8350964868	69	9	Dendrite	284.334348355,
L2D2	1057	104.169705344	70	25	Dendrite	234.790154466,
L2D2	1108	123.083750426	60	46	Dendrite	297.921221146,
L2D2	1148	43.1012086945	118	8	Dendrite	279.95345202,
L2D2	1149	62.7353152113	118	17	Dendrite	239.447881383,
L2D2	1151	26.9989845256	126	0	Dendrite	252.913110785,
L2D2	1223	139.577673183	71	13	Dendrite	280.480844345,
L2D2	1270	134.140513761	13	37	ApicalDendrite	266.925941757,
L2D2	1292	92.8205865873	128	26	Dendrite	284.291357595,
