# synapse type	synapse ID	soma distance	section ID	section pt ID	dendrite label	activation times
L1D1	40	289.482176024	85	1	Dendrite	213.674804134,
L1D1_ongoing	4	246.147502303	84	83	Dendrite	224.395786848,
L1D1_ongoing	6	197.513811551	58	29	Dendrite	184.287657825,
L1D1_ongoing	8	387.843604537	23	79	ApicalDendrite	103.069686594,
L1D1_ongoing	15	299.251636044	85	4	Dendrite	141.273278488,
L1D1_ongoing	16	305.204624377	85	6	Dendrite	205.164878062,
L1D1_ongoing	24	177.736230165	77	53	Dendrite	243.472132497,
L1D1_ongoing	26	199.280277961	44	51	ApicalDendrite	22.3950797713,
L1D2_ongoing	0	267.110362227	24	20	ApicalDendrite	197.943490128,
L1D2_ongoing	2	281.304975887	24	27	ApicalDendrite	30.6814793347,
L1D2_ongoing	3	266.336690884	24	19	ApicalDendrite	30.0445658188,63.2893448153,92.9046462304,
L1D2_ongoing	10	258.376313058	96	31	Dendrite	94.6258773679,
L1D2_ongoing	18	64.401442075	55	49	Dendrite	115.494213421,
L1D2_ongoing	19	53.6153425996	44	2	ApicalDendrite	116.771163407,
L1D2_ongoing	21	43.2322349937	63	5	Dendrite	146.677695347,
L1D2_ongoing	22	12.777788875	55	4	Dendrite	36.5028844536,161.854589133,
L1D2_ongoing	26	170.677256053	44	44	ApicalDendrite	140.203374363,
L1D2_ongoing	27	154.495980975	44	40	ApicalDendrite	105.459802548,
L1D2_ongoing	33	188.873378687	95	4	Dendrite	247.653492947,
L1D2_ongoing	34	174.371773242	93	3	Dendrite	65.4581645429,
L1D2_ongoing	36	200.057517281	95	10	Dendrite	32.2167933394,
L1D2_ongoing	40	95.534833957	117	34	Dendrite	239.629295597,
L1D2_ongoing	43	63.0818159968	113	2	Dendrite	153.803888931,
L1D2_ongoing	45	67.9355285861	114	3	Dendrite	151.210064105,
L1D2_ongoing	48	68.0654772927	91	3	Dendrite	76.8281299116,155.161635468,
L1D2_ongoing	53	51.5274448681	112	3	Dendrite	175.641160322,
L1D2_ongoing	56	42.8617571811	108	3	Dendrite	1.86682461816,
L1D2_ongoing	57	163.886740981	113	53	Dendrite	195.715708058,
L1D2_ongoing	66	337.091201147	85	16	Dendrite	194.419321583,
L1D2_ongoing	68	220.757803574	45	66	ApicalDendrite	18.2451696341,
L1D2_ongoing	70	132.043103239	13	36	ApicalDendrite	224.03801091,
L1D2_ongoing	71	179.999738836	14	106	ApicalDendrite	146.488934851,
L1D2_ongoing	72	189.866934116	14	109	ApicalDendrite	120.689284436,
L1D2_ongoing	74	168.357813409	14	103	ApicalDendrite	172.615761436,
L1D2_ongoing	76	142.556825352	58	13	Dendrite	1.07184895264,
L1D2_ongoing	80	118.974216335	58	5	Dendrite	236.155147656,
L1D2_ongoing	85	133.085660815	110	31	Dendrite	29.4450316043,
L1D2_ongoing	91	113.469952322	110	21	Dendrite	154.529028049,
L1D2_ongoing	95	217.602440516	44	56	ApicalDendrite	197.338812373,
L1D2_ongoing	98	241.926059381	44	64	ApicalDendrite	170.261561627,
L1D2_ongoing	102	227.34907043	44	59	ApicalDendrite	62.4909806715,
L1D2_ongoing	105	238.363784277	44	63	ApicalDendrite	139.466072762,202.980462239,
L1D2_ongoing	113	70.7797931274	14	16	ApicalDendrite	80.0386859357,
L1D2_ongoing	116	86.1336923303	87	4	Dendrite	67.6676433181,
L1D2_ongoing	119	55.6031021426	104	10	Dendrite	85.4608162808,
L1D2_ongoing	120	238.473470867	31	31	ApicalDendrite	109.832937867,
L1D2_ongoing	121	238.375732092	84	80	Dendrite	76.4932337381,
L1D2_ongoing	123	128.454276359	77	36	Dendrite	82.8320555727,
L1D2_ongoing	127	344.925474573	23	58	ApicalDendrite	50.9643702427,
L1D2_ongoing	128	282.643515613	94	51	Dendrite	29.3919283719,
L1D2_ongoing	130	293.546479247	94	55	Dendrite	162.825586098,
L1D2_ongoing	132	297.345471379	94	57	Dendrite	89.6388902341,
L1D2_ongoing	142	276.641891789	96	38	Dendrite	128.141520399,
L1D2_ongoing	143	291.25787469	96	45	Dendrite	122.023565163,
L1D2_ongoing	146	200.159883271	45	57	ApicalDendrite	36.5825522155,
L1D2_ongoing	156	155.453392384	41	25	ApicalDendrite	240.581070786,
L1D2_ongoing	183	110.045879447	92	22	Dendrite	242.265008653,
L1D2_ongoing	186	102.752589087	92	19	Dendrite	214.503029954,
L1D2_ongoing	190	97.1485188528	129	28	Dendrite	163.717911291,
