# synapse type	synapse ID	soma distance	section ID	section pt ID	dendrite label	activation times
L1D1	0	291.824099331	24	32	ApicalDendrite	217.418979537,
L1D1	8	387.843604537	23	79	ApicalDendrite	217.418979537,
L1D1	13	327.582934032	85	13	Dendrite	216.29711546,
L1D1	41	293.430417292	85	2	Dendrite	213.477108687,
L1D1	42	279.629535611	84	97	Dendrite	213.740866218,
L1D1_ongoing	0	291.824099331	24	32	ApicalDendrite	235.291594818,
L1D1_ongoing	7	281.808969523	96	40	Dendrite	130.610530623,
L1D1_ongoing	9	402.661442126	23	84	ApicalDendrite	225.170215365,
L1D1_ongoing	10	378.823245807	23	76	ApicalDendrite	238.57359361,
L1D1_ongoing	11	312.888941435	85	8	Dendrite	134.448375463,
L1D1_ongoing	12	321.966331636	85	11	Dendrite	45.5721030408,
L1D1_ongoing	16	305.204624377	85	6	Dendrite	84.7700403832,190.326506271,
L1D1_ongoing	18	264.375441408	96	33	Dendrite	40.3184154651,
L1D1_ongoing	24	177.736230165	77	53	Dendrite	179.930817976,
L1D1_ongoing	29	211.469245937	94	14	Dendrite	6.87408850516,189.79501639,
L1D1_ongoing	31	282.982372924	86	0	Dendrite	52.6601278041,
L1D1_ongoing	33	286.285495399	86	2	Dendrite	231.615420908,
L1D1_ongoing	36	173.099511536	58	23	Dendrite	145.000549957,
L1D1_ongoing	38	414.333208238	29	110	ApicalDendrite	109.269302507,
L1D1_ongoing	40	289.482176024	85	1	Dendrite	181.173627937,
L1D2_ongoing	1	257.727229009	23	15	ApicalDendrite	157.250708241,
L1D2_ongoing	11	255.131035451	96	30	Dendrite	131.552691235,
L1D2_ongoing	16	371.430676504	23	71	ApicalDendrite	172.489476766,
L1D2_ongoing	18	64.401442075	55	49	Dendrite	249.284897395,
L1D2_ongoing	24	35.5815340913	76	2	Dendrite	192.071450674,
L1D2_ongoing	25	163.746748886	44	42	ApicalDendrite	90.7238417181,
L1D2_ongoing	32	172.20647626	93	1	Dendrite	64.0318062452,
L1D2_ongoing	34	174.371773242	93	3	Dendrite	51.8448396298,
L1D2_ongoing	39	92.1541363855	117	33	Dendrite	34.3221678251,
L1D2_ongoing	40	95.534833957	117	34	Dendrite	58.2065696796,
L1D2_ongoing	58	178.444533986	58	24	Dendrite	27.7518093494,
L1D2_ongoing	61	181.830908981	58	26	Dendrite	29.2356787925,101.496592828,
L1D2_ongoing	67	362.725289587	86	26	Dendrite	116.43202008,
L1D2_ongoing	70	132.043103239	13	36	ApicalDendrite	88.0389757153,147.791003346,
L1D2_ongoing	74	168.357813409	14	103	ApicalDendrite	83.9094930866,
L1D2_ongoing	82	150.834691707	110	41	Dendrite	236.457693806,
L1D2_ongoing	89	156.100369627	110	45	Dendrite	81.3658636036,
L1D2_ongoing	91	113.469952322	110	21	Dendrite	195.861197124,
L1D2_ongoing	94	169.212680549	91	53	Dendrite	27.6152755719,69.4674510034,
L1D2_ongoing	113	70.7797931274	14	16	ApicalDendrite	38.278425022,
L1D2_ongoing	121	238.375732092	84	80	Dendrite	138.93661475,175.031177651,
L1D2_ongoing	129	266.564409171	94	45	Dendrite	230.370107128,
L1D2_ongoing	133	269.779894602	94	47	Dendrite	174.368296041,
L1D2_ongoing	136	263.593112097	94	43	Dendrite	88.8964304783,
L1D2_ongoing	137	279.184780698	94	50	Dendrite	31.0021903055,83.4325305812,
L1D2_ongoing	140	279.402645554	96	39	Dendrite	190.808472837,
L1D2_ongoing	143	291.25787469	96	45	Dendrite	101.206618838,
L1D2_ongoing	148	187.065508945	45	53	ApicalDendrite	35.1920836158,
L1D2_ongoing	154	167.518034835	45	46	ApicalDendrite	132.706165683,
L1D2_ongoing	159	305.281110126	24	39	ApicalDendrite	247.876343852,
L1D2_ongoing	168	201.856755112	58	31	Dendrite	59.8789918185,
L1D2_ongoing	169	194.590813376	58	28	Dendrite	82.8243717318,
L1D2_ongoing	173	215.187070735	95	18	Dendrite	196.553719223,
L1D2_ongoing	174	225.581903893	95	24	Dendrite	168.746671935,
L1D2_ongoing	188	206.679917998	44	53	ApicalDendrite	54.8496449686,61.2168960347,
L1D2_ongoing	190	97.1485188528	129	28	Dendrite	25.045042258,101.269911404,
L1D2_ongoing	201	216.978781434	96	19	Dendrite	152.819503483,
L1D2_ongoing	203	189.998260882	94	4	Dendrite	210.503657883,
L1D2_ongoing	204	193.216559235	94	5	Dendrite	27.2935771858,
L1D2_ongoing	210	210.068479726	94	13	Dendrite	36.2377330463,
L1D2_ongoing	211	236.952424266	94	28	Dendrite	149.937095294,
L1D2_ongoing	215	238.941808381	94	30	Dendrite	136.007344163,
L1D2_ongoing	217	234.43696594	96	23	Dendrite	34.8382701028,
L1D2_ongoing	218	186.51899081	96	7	Dendrite	73.5705041041,
L1D2_ongoing	222	219.817411716	94	19	Dendrite	170.343930738,
L1D2_ongoing	226	212.816810045	96	17	Dendrite	119.418602047,
L1D2_ongoing	242	238.505224633	45	70	ApicalDendrite	103.045504468,240.607794442,
L1D2_ongoing	245	304.105197592	34	20	ApicalDendrite	139.117258449,
L1D2_ongoing	247	308.785608674	33	20	ApicalDendrite	142.568772584,
L1D2_ongoing	249	312.6756998	34	23	ApicalDendrite	133.482734402,193.62844169,
L1D2_ongoing	250	298.778455932	33	16	ApicalDendrite	11.0350529147,
L1D2_ongoing	252	125.621917375	74	37	Dendrite	197.023266125,
L1D2_ongoing	256	156.407830048	59	40	Dendrite	66.31637113,
L1D2_ongoing	258	141.4262955	59	37	Dendrite	10.6211997359,
L1D2_ongoing	260	161.529957115	58	20	Dendrite	152.660116476,208.398629296,
L1D2_ongoing	269	107.483084507	110	17	Dendrite	191.88829979,
L1D2_ongoing	273	115.701068799	99	24	Dendrite	174.303778081,208.405328777,
L1D2_ongoing	278	247.822803338	94	36	Dendrite	71.7851231344,
L1D2_ongoing	279	188.286505298	77	57	Dendrite	90.2194765737,231.969222162,
L1D2_ongoing	284	166.255947781	77	49	Dendrite	187.878854612,
L1D2_ongoing	290	194.983326386	77	60	Dendrite	99.776312546,
L1D2_ongoing	297	100.366148416	14	47	ApicalDendrite	1.05273454881,
L1D2_ongoing	299	133.735880478	14	88	ApicalDendrite	204.113483111,
