# synapse type	synapse ID	soma distance	section ID	section pt ID	dendrite label	activation times
L1D1	20	354.587962475	24	64	ApicalDendrite	215.894793792,
L1D1	25	144.877877409	77	41	Dendrite	216.011295835,
L1D1	31	282.982372924	86	0	Dendrite	215.894793792,
L1D1_ongoing	8	387.843604537	23	79	ApicalDendrite	196.095278056,
L1D1_ongoing	10	378.823245807	23	76	ApicalDendrite	212.903908884,
L1D1_ongoing	12	321.966331636	85	11	Dendrite	245.305730295,
L1D1_ongoing	13	327.582934032	85	13	Dendrite	99.1307313502,
L1D1_ongoing	15	299.251636044	85	4	Dendrite	245.418682658,
L1D1_ongoing	17	357.894941705	86	24	Dendrite	96.6764619257,192.97595939,
L1D1_ongoing	25	144.877877409	77	41	Dendrite	186.757615939,
L1D1_ongoing	30	290.648964191	86	4	Dendrite	101.304498364,
L1D1_ongoing	38	414.333208238	29	110	ApicalDendrite	31.0041136766,
L1D2_ongoing	3	266.336690884	24	19	ApicalDendrite	43.917254255,
L1D2_ongoing	4	250.414676578	96	29	Dendrite	163.956343241,
L1D2_ongoing	20	32.0547888707	62	5	Dendrite	158.128064318,
L1D2_ongoing	34	174.371773242	93	3	Dendrite	164.183170064,
L1D2_ongoing	36	200.057517281	95	10	Dendrite	36.4431959635,
L1D2_ongoing	45	67.9355285861	114	3	Dendrite	148.621119308,
L1D2_ongoing	60	181.830908981	58	26	Dendrite	85.3902567726,
L1D2_ongoing	70	132.043103239	13	36	ApicalDendrite	179.290803388,
L1D2_ongoing	74	168.357813409	14	103	ApicalDendrite	61.7638802156,
L1D2_ongoing	95	217.602440516	44	56	ApicalDendrite	83.2362146149,
L1D2_ongoing	98	241.926059381	44	64	ApicalDendrite	132.349936366,
L1D2_ongoing	107	220.4288332	44	57	ApicalDendrite	73.4318713696,
L1D2_ongoing	110	66.9354069013	81	14	Dendrite	232.263471814,
L1D2_ongoing	124	145.398590963	42	18	ApicalDendrite	18.4160342714,
L1D2_ongoing	126	358.020861421	23	64	ApicalDendrite	14.5108510548,
L1D2_ongoing	130	293.546479247	94	55	Dendrite	173.736162773,
L1D2_ongoing	135	294.45361314	94	56	Dendrite	196.653554616,
L1D2_ongoing	136	263.593112097	94	43	Dendrite	34.7569802489,51.4008298153,
L1D2_ongoing	155	209.116845028	45	61	ApicalDendrite	122.548389317,
L1D2_ongoing	161	337.267597443	34	31	ApicalDendrite	44.3422884337,
L1D2_ongoing	162	297.091714945	24	35	ApicalDendrite	2.96591743937,183.674340512,
L1D2_ongoing	173	215.187070735	95	18	Dendrite	174.560383112,
L1D2_ongoing	174	225.581903893	95	24	Dendrite	34.2839896996,
L1D2_ongoing	182	119.636876781	92	26	Dendrite	245.25295217,
L1D2_ongoing	186	102.752589087	92	19	Dendrite	57.0680534966,
L1D2_ongoing	195	357.004325583	24	66	ApicalDendrite	13.1687859928,
L1D2_ongoing	197	362.343142121	24	69	ApicalDendrite	154.098270746,
L1D2_ongoing	199	379.009335615	34	50	ApicalDendrite	106.925127213,
