# synapse type	synapse ID	soma distance	section ID	section pt ID	dendrite label	activation times
L1D1	12	321.966331636	85	11	Dendrite	216.412347694,
L1D1	25	144.877877409	77	41	Dendrite	217.484292705,
L1D1_ongoing	5	215.187070735	95	18	Dendrite	126.702227633,
L1D1_ongoing	7	281.808969523	96	40	Dendrite	76.8924332725,
L1D1_ongoing	12	321.966331636	85	11	Dendrite	187.452081546,
L1D1_ongoing	21	345.251371933	34	35	ApicalDendrite	227.046736085,
L1D1_ongoing	24	177.736230165	77	53	Dendrite	55.7610419532,
L1D1_ongoing	35	146.408417734	59	38	Dendrite	159.931855639,
L1D2_ongoing	12	262.234352036	96	32	Dendrite	151.883042787,
L1D2_ongoing	23	42.3430293503	16	6	ApicalDendrite	65.2582231464,
L1D2_ongoing	28	145.932503088	44	39	ApicalDendrite	40.7128970879,
L1D2_ongoing	33	188.873378687	95	4	Dendrite	165.935493081,
L1D2_ongoing	37	174.618038665	96	2	Dendrite	59.0065575959,61.0861476493,86.6215581401,173.233644331,
L1D2_ongoing	39	92.1541363855	117	33	Dendrite	52.8237456799,191.336109494,
L1D2_ongoing	42	67.6109361027	113	5	Dendrite	216.184661528,
L1D2_ongoing	44	63.4689147886	109	11	Dendrite	219.647342427,
L1D2_ongoing	51	70.4389846043	70	8	Dendrite	88.1076476601,
L1D2_ongoing	52	59.6409744859	114	0	Dendrite	0.771177537041,
L1D2_ongoing	68	220.757803574	45	66	ApicalDendrite	13.7768820018,
L1D2_ongoing	73	195.757698825	14	111	ApicalDendrite	67.3039920872,239.690642224,
L1D2_ongoing	75	197.427281357	14	112	ApicalDendrite	50.8746979309,
L1D2_ongoing	77	77.511704345	59	4	Dendrite	40.7748736252,
L1D2_ongoing	79	121.754481153	57	5	Dendrite	1.82041233068,
L1D2_ongoing	81	115.859227393	110	22	Dendrite	229.786404867,
L1D2_ongoing	86	158.045519796	110	46	Dendrite	81.0176049106,
L1D2_ongoing	87	99.5631378549	111	13	Dendrite	61.9883903106,
L1D2_ongoing	89	156.100369627	110	45	Dendrite	103.13603766,
L1D2_ongoing	93	179.673311314	91	57	Dendrite	109.098468881,167.529826748,
L1D2_ongoing	94	169.212680549	91	53	Dendrite	190.174761218,
L1D2_ongoing	96	242.796995291	44	65	ApicalDendrite	109.532481352,
L1D2_ongoing	99	213.205237232	44	55	ApicalDendrite	103.280286108,
L1D2_ongoing	102	227.34907043	44	59	ApicalDendrite	4.12202097115,
L1D2_ongoing	106	228.957851565	44	60	ApicalDendrite	23.5106284185,
L1D2_ongoing	111	83.9942927706	7	32	ApicalDendrite	235.502453321,
L1D2_ongoing	116	86.1336923303	87	4	Dendrite	167.414734057,
L1D2_ongoing	117	85.8570689541	81	25	Dendrite	33.0788275951,237.904803964,
L1D2_ongoing	118	85.9945789279	88	16	Dendrite	83.5090895523,131.605839351,
L1D2_ongoing	122	120.002974553	127	28	Dendrite	189.511485765,
L1D2_ongoing	124	145.398590963	42	18	ApicalDendrite	53.2904896305,
L1D2_ongoing	127	344.925474573	23	58	ApicalDendrite	37.7725100193,79.9210734226,
L1D2_ongoing	129	266.564409171	94	45	Dendrite	149.95226764,
L1D2_ongoing	137	279.184780698	94	50	Dendrite	220.551684097,
L1D2_ongoing	141	274.431979199	96	37	Dendrite	21.4032642341,
L1D2_ongoing	150	193.832062418	45	55	ApicalDendrite	58.1918917828,92.9146671199,133.798560995,
L1D2_ongoing	154	167.518034835	45	46	ApicalDendrite	108.387546589,
L1D2_ongoing	159	305.281110126	24	39	ApicalDendrite	81.0508319315,
L1D2_ongoing	161	337.267597443	34	31	ApicalDendrite	9.43098563328,107.04760221,187.077258209,
L1D2_ongoing	162	297.091714945	24	35	ApicalDendrite	90.0118737545,239.662533309,
L1D2_ongoing	163	325.070370528	24	47	ApicalDendrite	84.1731843134,
L1D2_ongoing	165	327.582934032	85	13	Dendrite	36.4320944923,
L1D2_ongoing	170	209.48476419	58	33	Dendrite	145.633447883,
L1D2_ongoing	171	216.504290391	58	35	Dendrite	4.71024375606,
L1D2_ongoing	176	221.716176443	95	22	Dendrite	183.183434657,
L1D2_ongoing	184	120.332827609	92	27	Dendrite	125.365231623,
L1D2_ongoing	189	31.6856568604	118	3	Dendrite	148.692427443,
L1D2_ongoing	190	97.1485188528	129	28	Dendrite	55.5577584243,
L1D2_ongoing	191	130.273702518	7	55	ApicalDendrite	19.568600042,232.597279693,
L1D2_ongoing	193	257.768246928	94	40	Dendrite	66.5892910072,158.555380002,
L1D2_ongoing	201	216.978781434	96	19	Dendrite	203.537672999,
L1D2_ongoing	205	198.62201058	96	12	Dendrite	149.136595408,232.524862491,
L1D2_ongoing	206	241.392841832	96	25	Dendrite	87.9009751034,
L1D2_ongoing	208	246.003554339	94	35	Dendrite	29.3730575381,
L1D2_ongoing	211	236.952424266	94	28	Dendrite	238.781841534,
L1D2_ongoing	216	240.922124356	94	32	Dendrite	157.499126275,
L1D2_ongoing	219	221.539406895	96	20	Dendrite	178.376059115,204.128978212,
L1D2_ongoing	220	223.36390594	94	21	Dendrite	202.504418068,
L1D2_ongoing	221	221.657131213	94	20	Dendrite	211.552455265,
L1D2_ongoing	227	206.141743197	96	14	Dendrite	34.8503698546,
