# synapse type	synapse ID	soma distance	section ID	section pt ID	dendrite label	activation times
L1D1	26	199.280277961	44	51	ApicalDendrite	216.155701968,
L1D1	28	237.773797135	96	24	Dendrite	218.225615391,
L1D1	42	279.629535611	84	97	Dendrite	212.54382731,
L1D1_ongoing	4	246.147502303	84	83	Dendrite	11.0480491126,
L1D1_ongoing	11	312.888941435	85	8	Dendrite	222.314862589,
L1D1_ongoing	37	151.674736022	57	13	Dendrite	146.309214064,
L1D2_ongoing	4	250.414676578	96	29	Dendrite	139.098857704,
L1D2_ongoing	11	255.131035451	96	30	Dendrite	188.086104019,
L1D2_ongoing	15	377.43324482	23	75	ApicalDendrite	116.453495477,
L1D2_ongoing	26	170.677256053	44	44	ApicalDendrite	0.730270945363,
L1D2_ongoing	28	145.932503088	44	39	ApicalDendrite	85.3310302182,
L1D2_ongoing	35	190.450229983	95	5	Dendrite	125.306305358,
L1D2_ongoing	49	52.2274802593	109	5	Dendrite	153.217997463,
L1D2_ongoing	50	61.3187555756	98	0	Dendrite	113.692194282,
L1D2_ongoing	70	132.043103239	13	36	ApicalDendrite	125.707501056,
L1D2_ongoing	78	95.7160188563	56	29	Dendrite	214.96463522,
L1D2_ongoing	82	150.834691707	110	41	Dendrite	171.789281914,
L1D2_ongoing	86	158.045519796	110	46	Dendrite	153.262227165,
L1D2_ongoing	90	132.762208873	111	29	Dendrite	0.966224709538,
L1D2_ongoing	101	231.48998264	44	61	ApicalDendrite	202.608809735,
L1D2_ongoing	102	227.34907043	44	59	ApicalDendrite	226.308423078,
L1D2_ongoing	105	238.363784277	44	63	ApicalDendrite	152.631065414,
L1D2_ongoing	110	66.9354069013	81	14	Dendrite	240.109862632,
L1D2_ongoing	125	142.146571845	42	17	ApicalDendrite	97.1007420234,200.180571605,
L1D2_ongoing	130	293.546479247	94	55	Dendrite	89.2163922599,
L1D2_ongoing	134	272.536424008	94	48	Dendrite	117.67845248,
L1D2_ongoing	153	165.419770396	45	45	ApicalDendrite	180.132605959,
L1D2_ongoing	158	300.928691181	24	37	ApicalDendrite	34.9413063225,
L1D2_ongoing	164	309.826477477	24	41	ApicalDendrite	136.019471284,
L1D2_ongoing	171	216.504290391	58	35	Dendrite	96.7809244151,
L1D2_ongoing	172	333.152644292	23	52	ApicalDendrite	17.5225526815,
L1D2_ongoing	176	221.716176443	95	22	Dendrite	0.215792240812,
L1D2_ongoing	181	125.31833662	92	29	Dendrite	52.7573200061,221.153412727,
L1D2_ongoing	183	110.045879447	92	22	Dendrite	72.95685335,
L1D2_ongoing	196	374.213334767	34	48	ApicalDendrite	231.396509293,
L1D2_ongoing	212	242.667676584	94	33	Dendrite	227.316821257,
L1D2_ongoing	214	244.306237009	94	34	Dendrite	232.824240825,
L1D2_ongoing	231	272.181507939	31	41	ApicalDendrite	89.8169643252,
L1D2_ongoing	235	121.241080518	104	41	Dendrite	188.055014204,
L1D2_ongoing	241	129.60072038	117	55	Dendrite	205.464160484,
L1D2_ongoing	251	282.982372924	84	98	Dendrite	93.8873655206,
L1D2_ongoing	259	150.169017367	57	12	Dendrite	188.762707396,
L1D2_ongoing	261	164.430564666	59	42	Dendrite	242.367891387,
L1D2_ongoing	263	167.135002332	59	43	Dendrite	58.0801057176,
L1D2_ongoing	268	48.280205519	7	11	ApicalDendrite	237.814280496,
L1D2_ongoing	271	86.7756962546	99	11	Dendrite	18.8208354582,
L1D2_ongoing	289	144.877877409	77	41	Dendrite	220.081532279,
L1D2_ongoing	292	149.813638414	77	43	Dendrite	109.024063459,
L1D2_ongoing	296	111.273231791	14	58	ApicalDendrite	54.7159475145,
L1D2_ongoing	299	133.735880478	14	88	ApicalDendrite	85.4596202952,
L2D1	91	64.8324285619	128	10	Dendrite	264.826170823,
L2D1	196	118.285624853	121	33	Dendrite	212.191595865,
L2D1	229	97.0027981613	104	30	Dendrite	229.903592813,
L2D1	309	361.318092699	37	15	ApicalDendrite	212.191595865,
L2D1_ongoing	2	59.4174110282	54	8	Dendrite	95.0548353269,
L2D1_ongoing	89	109.642012238	4	16	ApicalDendrite	179.443350829,
L2D2	61	94.3864311585	7	36	ApicalDendrite	299.331945958,
L2D2	64	128.629530104	81	47	Dendrite	255.015948163,
L2D2	101	89.445642444	105	32	Dendrite	265.399760044,
L2D2	162	68.9008234045	103	22	Dendrite	231.88275786,
L2D2	179	34.1976031415	105	3	Dendrite	265.815839816,
L2D2	191	42.9818845622	129	7	Dendrite	255.536016482,
L2D2	194	71.8798766426	129	19	Dendrite	228.008893375,
L2D2	245	47.9724546186	104	6	Dendrite	283.590722758,
L2D2	257	45.9974730161	105	7	Dendrite	233.771616445,
L2D2	284	96.4384294658	132	16	Dendrite	254.915240624,
L2D2	378	44.730748546	81	0	Dendrite	299.180758467,
L2D2	388	40.9994038491	76	5	Dendrite	298.269790873,
L2D2	397	27.2797666481	55	10	Dendrite	290.787515346,
L2D2	469	127.099824163	14	76	ApicalDendrite	297.859815605,
L2D2	492	115.085819521	88	29	Dendrite	225.661482688,
