# synapse type	synapse ID	soma distance	section ID	section pt ID	dendrite label	activation times
L1D1	2	305.281110126	24	39	ApicalDendrite	212.862356574,
L1D1	16	305.204624377	85	6	Dendrite	214.955125322,
L1D1	17	357.894941705	86	24	Dendrite	214.955125322,
L1D1	22	196.111627637	110	60	Dendrite	214.955125322,
L1D1	29	211.469245937	94	14	Dendrite	213.27775351,
L1D1_ongoing	1	330.469511846	34	29	ApicalDendrite	157.311666684,
L1D1_ongoing	4	246.147502303	84	83	Dendrite	3.36954213269,
L1D1_ongoing	20	354.587962475	24	64	ApicalDendrite	35.9340492303,
L1D1_ongoing	34	145.398590963	42	18	ApicalDendrite	68.2683339049,
L1D1_ongoing	37	151.674736022	57	13	Dendrite	78.0708244186,
L1D1_ongoing	39	217.602440516	44	56	ApicalDendrite	25.1197466696,
L1D1_ongoing	42	279.629535611	84	97	Dendrite	125.301746527,
L1D2_ongoing	16	371.430676504	23	71	ApicalDendrite	2.55678547212,
L1D2_ongoing	37	174.618038665	96	2	Dendrite	27.9973942311,
L1D2_ongoing	43	63.0818159968	113	2	Dendrite	215.606353502,
L1D2_ongoing	48	68.0654772927	91	3	Dendrite	94.9030905663,
L1D2_ongoing	59	180.628272177	58	25	Dendrite	69.9437949018,
L1D2_ongoing	61	181.830908981	58	26	Dendrite	79.9097413377,
L1D2_ongoing	66	337.091201147	85	16	Dendrite	137.714975252,
L1D2_ongoing	70	132.043103239	13	36	ApicalDendrite	197.274184085,
L1D2_ongoing	78	95.7160188563	56	29	Dendrite	183.574678482,
L1D2_ongoing	96	242.796995291	44	65	ApicalDendrite	121.091590065,
L1D2_ongoing	101	231.48998264	44	61	ApicalDendrite	9.07270544803,
L1D2_ongoing	102	227.34907043	44	59	ApicalDendrite	239.415227554,
L1D2_ongoing	111	83.9942927706	7	32	ApicalDendrite	184.971459792,
L1D2_ongoing	114	62.5806136917	88	3	Dendrite	208.842526984,
L1D2_ongoing	121	238.375732092	84	80	Dendrite	104.960919294,
L1D2_ongoing	127	344.925474573	23	58	ApicalDendrite	219.038273723,
L1D2_ongoing	132	297.345471379	94	57	Dendrite	140.434996418,
L1D2_ongoing	133	269.779894602	94	47	Dendrite	203.980673336,
L1D2_ongoing	134	272.536424008	94	48	Dendrite	171.949524264,
L1D2_ongoing	149	201.253086661	45	58	ApicalDendrite	44.2635628063,152.75767163,
L1D2_ongoing	164	309.826477477	24	41	ApicalDendrite	17.0358585832,
L1D2_ongoing	169	194.590813376	58	28	Dendrite	88.6578102758,
L1D2_ongoing	176	221.716176443	95	22	Dendrite	107.777081208,
L1D2_ongoing	183	110.045879447	92	22	Dendrite	158.995890344,
L1D2_ongoing	195	357.004325583	24	66	ApicalDendrite	51.0339331629,
L1D2_ongoing	205	198.62201058	96	12	Dendrite	220.298200601,
L1D2_ongoing	212	242.667676584	94	33	Dendrite	184.785199912,
L1D2_ongoing	218	186.51899081	96	7	Dendrite	124.765986147,
L1D2_ongoing	233	118.368178128	113	31	Dendrite	230.921568447,
L1D2_ongoing	236	109.506883703	105	40	Dendrite	94.7855361471,
L1D2_ongoing	238	115.999680225	69	27	Dendrite	109.307988392,
L1D2_ongoing	255	146.408417734	59	38	Dendrite	86.8098104677,
L1D2_ongoing	258	141.4262955	59	37	Dendrite	223.218921501,
L1D2_ongoing	260	161.529957115	58	20	Dendrite	231.951524478,
L1D2_ongoing	262	158.412755021	58	19	Dendrite	76.1172320978,
L1D2_ongoing	283	174.949001991	77	52	Dendrite	230.201149809,
L1D2_ongoing	284	166.255947781	77	49	Dendrite	85.1321387991,
L1D2_ongoing	288	171.68987475	77	51	Dendrite	57.0262595467,238.309890515,
L1D2_ongoing	289	144.877877409	77	41	Dendrite	135.064553756,
L2D1	155	137.225518857	9	45	ApicalDendrite	243.67982519,
L2D1	167	129.179927879	118	47	Dendrite	265.972430827,
L2D1	211	410.101744544	38	30	ApicalDendrite	212.733916733,
L2D1	299	348.755789899	37	9	ApicalDendrite	243.67982519,
L2D1_ongoing	21	43.6689493962	50	3	Dendrite	204.357109384,
L2D1_ongoing	180	336.126700866	37	2	ApicalDendrite	61.8491759966,
L2D2	11	94.3864311585	7	36	ApicalDendrite	241.948930772,
L2D2	38	111.19849214	81	38	Dendrite	283.019057198,
L2D2	97	74.5077382496	129	20	Dendrite	240.684097388,
L2D2	102	48.8368255064	103	6	Dendrite	269.475427676,
L2D2	183	52.9844469863	103	10	Dendrite	222.64497484,
L2D2	185	94.3789052099	104	29	Dendrite	272.937654239,
L2D2	228	64.3676851085	105	17	Dendrite	274.346041955,
L2D2	300	66.2967235528	60	21	Dendrite	243.364737838,
L2D2	310	74.1651663122	60	24	Dendrite	217.732848575,
L2D2	334	109.917005925	111	17	Dendrite	257.185208282,
L2D2	343	152.016997713	110	42	Dendrite	266.226926852,
L2D2	352	69.717443158	83	7	Dendrite	243.349973247,
L2D2	377	61.8255961111	77	6	Dendrite	218.883232151,
L2D2	399	50.559872545	76	12	Dendrite	249.060082783,
L2D2	452	159.887141021	88	50	Dendrite	231.071756133,
L2D2	461	103.571158707	45	22	ApicalDendrite	273.522953949,
L2D2	478	129.481437126	45	31	ApicalDendrite	237.791860524,
L2D2	483	170.264913745	88	67	Dendrite	213.649280083,
L2D2	551	115.635234506	58	4	Dendrite	241.981210489,
L2D2	562	75.4964051295	59	1	Dendrite	223.497141695,
L2D2	639	107.954630743	131	28	Dendrite	275.127984817,
L2D2	660	111.924927535	50	32	Dendrite	242.027434183,
L2D2	682	55.4571169801	124	12	Dendrite	277.396977312,
L2D2	701	70.5770356868	128	13	Dendrite	291.142590689,
L2D2	707	104.885708725	4	14	ApicalDendrite	258.306354623,
L2D2	760	84.6600292682	127	15	Dendrite	249.544710989,
L2D2	788	72.7847640644	124	22	Dendrite	288.943844048,
L2D2	798	46.5478439337	124	7	Dendrite	290.081986772,
L2D2	805	94.0960574116	127	18	Dendrite	299.239933579,
L2D2	808	49.5733688735	128	3	Dendrite	249.378117273,
L2D2	840	72.384584054	5	3	ApicalDendrite	283.019057198,
L2D2	854	81.2110870316	103	29	Dendrite	222.64497484,
L2D2	870	97.8042025311	4	11	ApicalDendrite	277.396977312,
L2D2	873	58.3080838176	131	4	Dendrite	249.378117273,
L2D2	900	88.9883278889	4	7	ApicalDendrite	242.027434183,
L2D2	938	102.547432423	4	13	ApicalDendrite	249.378117273,
L2D2	979	376.576801426	29	97	ApicalDendrite	222.64497484,
L2D2	1025	107.670775849	21	6	ApicalDendrite	277.396977312,
L2D2	1143	20.9471968252	116	2	Dendrite	269.475427676,
L2D2	1231	135.285672879	71	11	Dendrite	249.378117273,
L2D2	1271	147.850657402	13	43	ApicalDendrite	269.475427676,
L2D2	1318	188.294066848	84	59	Dendrite	211.017150814,
L2D2	1340	66.3141090078	111	0	Dendrite	272.937654239,
L2D2	1379	105.797960999	99	20	Dendrite	243.349973247,
L2D2	1414	123.841124524	104	42	Dendrite	240.684097388,
L2D2	1425	112.448117552	105	43	Dendrite	299.239933579,
L2D2	1461	39.609887247	52	6	Dendrite	241.948930772,
L2D2	1463	28.9820844049	60	3	Dendrite	243.349973247,
L2D2	1490	177.426584119	110	52	Dendrite	237.791860524,
L2D2	1506	113.03272599	44	26	ApicalDendrite	218.883232151,
L2D2	1520	116.432210712	44	29	ApicalDendrite	258.306354623,
L2D2	1528	91.5853091379	77	19	Dendrite	257.185208282,
L2D2	1547	200.159883271	45	57	ApicalDendrite	249.060082783,
L2D2	1561	164.711154967	30	10	ApicalDendrite	243.349973247,
L2D2	1585	150.846660065	22	21	ApicalDendrite	257.185208282,
L2D2	1625	157.002714351	22	24	ApicalDendrite	241.948930772,
L2D2	1642	382.903756027	37	26	ApicalDendrite	257.185208282,
L2D2	1691	100.329486482	127	20	Dendrite	249.060082783,
L2D2	1710	103.517292849	124	35	Dendrite	290.081986772,
L2D2	1769	112.627371946	124	38	Dendrite	299.239933579,
L2D2	1783	126.33654834	5	24	ApicalDendrite	258.306354623,
L2D2	1808	92.9844837309	5	10	ApicalDendrite	266.226926852,
L2D2	1820	134.088811212	74	41	Dendrite	218.883232151,
L2D2	1829	75.7743605439	14	21	ApicalDendrite	275.127984817,
L2D2	1896	68.8232992439	81	15	Dendrite	223.497141695,
L2D2	1903	80.8338449513	14	27	ApicalDendrite	257.185208282,
L2D2	1908	90.4501173019	84	7	Dendrite	237.791860524,
L2D2	1946	57.419398193	14	1	ApicalDendrite	231.071756133,
L2D2	1966	86.225760608	114	10	Dendrite	290.081986772,
L2D2	2022	59.6409744859	112	7	Dendrite	241.981210489,
L2D2	2025	56.5343282782	90	6	Dendrite	243.349973247,
L2D2	2034	46.8837013446	107	7	Dendrite	241.981210489,
L2D2	2043	67.9912302558	70	7	Dendrite	241.948930772,
L2D2	2072	71.9105031341	92	4	Dendrite	273.522953949,
L2D2	2128	59.4907477007	70	3	Dendrite	275.127984817,
L2D2	2192	119.516784062	18	15	ApicalDendrite	237.791860524,
L2D2	2251	106.477984796	118	38	Dendrite	269.475427676,
L2D2_ongoing	51	96.4049457967	7	37	ApicalDendrite	25.0646192626,
L2D2_ongoing	272	135.829160651	18	22	ApicalDendrite	134.95248554,
L2D2_ongoing	291	69.8533438086	60	22	Dendrite	45.9096369209,
L2D2_ongoing	360	59.7725407395	44	5	ApicalDendrite	79.7664073195,
L2D2_ongoing	425	151.370152186	75	54	Dendrite	111.048927329,
L2D2_ongoing	504	154.349882774	14	98	ApicalDendrite	170.349741453,
L2D2_ongoing	508	117.966625473	14	64	ApicalDendrite	105.111034211,
L2D2_ongoing	764	46.5050923123	123	6	Dendrite	235.268198017,
L2D2_ongoing	861	78.254106884	4	2	ApicalDendrite	202.351274651,
L2D2_ongoing	884	66.5382260774	128	11	Dendrite	52.3063921281,
L2D2_ongoing	928	84.8901254434	4	5	ApicalDendrite	15.2346408833,
L2D2_ongoing	1343	91.7766037777	111	10	Dendrite	230.417575118,
L2D2_ongoing	1380	103.906799245	110	15	Dendrite	236.276229911,
L2D2_ongoing	1484	25.2729267747	3	1	ApicalDendrite	168.416231334,
L2D2_ongoing	1546	179.843438655	45	50	ApicalDendrite	142.569525626,
L2D2_ongoing	1625	157.002714351	22	24	ApicalDendrite	74.3522070451,
L2D2_ongoing	1648	80.6983466681	124	27	Dendrite	151.942288706,
L2D2_ongoing	1669	82.8212945552	5	7	ApicalDendrite	145.265303531,
L2D2_ongoing	1706	61.8883738937	123	12	Dendrite	184.206381174,
L2D2_ongoing	1725	95.8693732826	5	11	ApicalDendrite	170.741820662,
L2D2_ongoing	1829	75.7743605439	14	21	ApicalDendrite	124.826493754,
L2D2_ongoing	1852	71.4311316667	81	17	Dendrite	93.9435710512,
L2D2_ongoing	1854	82.1456034334	14	29	ApicalDendrite	136.167508592,
L2D2_ongoing	1901	90.7221433534	81	28	Dendrite	212.1619287,
L2D2_ongoing	1976	59.9938127634	50	10	Dendrite	235.07249912,
L2D2_ongoing	2030	64.4141222436	91	1	Dendrite	172.951177322,
L3D1	2	182.741032373	84	56	Dendrite	220.734043698,
L3D1	8	115.73439127	7	46	ApicalDendrite	220.954769974,
L3D1	21	254.464059535	29	48	ApicalDendrite	231.514443228,
L3D1	22	198.083357086	22	47	ApicalDendrite	217.04466781,
L3D1	28	171.299135845	22	32	ApicalDendrite	235.441084881,
L3D1	34	112.149193328	128	34	Dendrite	216.063498852,
L3D1	46	353.003467742	29	90	ApicalDendrite	215.435785356,
L3D1	47	335.495923653	29	83	ApicalDendrite	217.599886706,
L3D1	57	169.210385994	18	35	ApicalDendrite	279.728411395,
L3D1	58	171.421568836	18	36	ApicalDendrite	212.747889009,
L3D1	60	160.210161531	9	57	ApicalDendrite	231.421243229,
L3D1	62	95.9900688474	60	34	Dendrite	211.542630238,
L3D1	65	284.139172422	24	29	ApicalDendrite	212.059483825,
L3D1	78	332.53760283	24	50	ApicalDendrite	214.405560907,
L3D1	83	311.163951538	24	42	ApicalDendrite	227.487073734,
L3D1	91	252.285328475	39	16	ApicalDendrite	215.701598555,
L3D1	100	128.407262621	111	27	Dendrite	215.258155995,
