# synapse type	synapse ID	soma distance	section ID	section pt ID	dendrite label	activation times
L1D1	1	330.469511846	34	29	ApicalDendrite	218.676843363,
L1D1	30	290.648964191	86	4	Dendrite	218.676843363,
L1D1	36	173.099511536	58	23	Dendrite	218.676843363,
L1D1_ongoing	3	311.163951538	24	42	ApicalDendrite	15.9742078689,
L1D1_ongoing	9	402.661442126	23	84	ApicalDendrite	193.783318744,
L1D1_ongoing	17	357.894941705	86	24	Dendrite	99.1451320755,
L1D1_ongoing	20	354.587962475	24	64	ApicalDendrite	67.785300899,
L1D1_ongoing	28	237.773797135	96	24	Dendrite	146.823137857,
L1D1_ongoing	42	279.629535611	84	97	Dendrite	185.872118773,
L1D2_ongoing	0	267.110362227	24	20	ApicalDendrite	192.371189473,
L1D2_ongoing	6	264.375441408	96	33	Dendrite	118.96172925,
L1D2_ongoing	10	258.376313058	96	31	Dendrite	115.25021155,
L1D2_ongoing	12	262.234352036	96	32	Dendrite	187.890565722,
L1D2_ongoing	15	377.43324482	23	75	ApicalDendrite	149.328487276,
L1D2_ongoing	16	371.430676504	23	71	ApicalDendrite	114.317255824,
L1D2_ongoing	20	32.0547888707	62	5	Dendrite	214.994624201,
L1D2_ongoing	24	35.5815340913	76	2	Dendrite	10.1574366075,
L1D2_ongoing	29	187.901146946	94	3	Dendrite	56.515839791,
L1D2_ongoing	38	159.959668842	92	39	Dendrite	4.31950993091,78.1708401904,
L1D2_ongoing	43	63.0818159968	113	2	Dendrite	3.78668231961,132.220210905,
L1D2_ongoing	45	67.9355285861	114	3	Dendrite	68.2528519312,
L1D2_ongoing	46	60.9284398042	65	4	Dendrite	112.57275541,
L1D2_ongoing	49	52.2274802593	109	5	Dendrite	123.097824984,
L1D2_ongoing	50	61.3187555756	98	0	Dendrite	134.182747579,
L1D2_ongoing	51	70.4389846043	70	8	Dendrite	73.8456063896,211.283814693,
L1D2_ongoing	54	88.0359075206	66	13	Dendrite	236.898561656,
L1D2_ongoing	56	42.8617571811	108	3	Dendrite	145.101520874,
L1D2_ongoing	58	178.444533986	58	24	Dendrite	238.152212151,
L1D2_ongoing	60	181.830908981	58	26	Dendrite	98.1917495529,
L1D2_ongoing	62	343.99949933	86	19	Dendrite	137.228254207,
L1D2_ongoing	72	189.866934116	14	109	ApicalDendrite	193.997363648,
L1D2_ongoing	73	195.757698825	14	111	ApicalDendrite	249.751051746,
L1D2_ongoing	77	77.511704345	59	4	Dendrite	174.468667311,
L1D2_ongoing	78	95.7160188563	56	29	Dendrite	47.6246429517,
L1D2_ongoing	92	197.138642639	91	65	Dendrite	218.450317473,
L1D2_ongoing	93	179.673311314	91	57	Dendrite	34.4265678761,
L1D2_ongoing	108	227.34907043	44	59	ApicalDendrite	124.711535448,
L1D2_ongoing	109	223.839077415	44	58	ApicalDendrite	80.5875704276,
