# synapse type	synapse ID	soma distance	section ID	section pt ID	dendrite label	activation times
L1D1	39	217.602440516	44	56	ApicalDendrite	216.514208119,
L1D1_ongoing	1	330.469511846	34	29	ApicalDendrite	233.842378996,
L1D1_ongoing	5	215.187070735	95	18	Dendrite	138.006055198,
L1D1_ongoing	9	402.661442126	23	84	ApicalDendrite	206.324343849,
L1D1_ongoing	15	299.251636044	85	4	Dendrite	108.345321218,
L1D1_ongoing	18	264.375441408	96	33	Dendrite	44.298845381,
L1D1_ongoing	20	354.587962475	24	64	ApicalDendrite	97.9272110061,
L1D1_ongoing	32	304.105197592	34	20	ApicalDendrite	108.927859204,228.911589035,
L1D1_ongoing	38	414.333208238	29	110	ApicalDendrite	140.594415161,
L1D1_ongoing	41	293.430417292	85	2	Dendrite	59.4270590816,
L1D2_ongoing	1	257.727229009	23	15	ApicalDendrite	15.2970977929,51.2105154712,
L1D2_ongoing	2	281.304975887	24	27	ApicalDendrite	79.1937214486,
L1D2_ongoing	5	262.234352036	96	32	Dendrite	18.7203620738,
L1D2_ongoing	7	266.928279837	96	34	Dendrite	93.5756988962,
L1D2_ongoing	8	255.131035451	96	30	Dendrite	215.460230188,
L1D2_ongoing	11	255.131035451	96	30	Dendrite	201.054655558,
L1D2_ongoing	39	92.1541363855	117	33	Dendrite	27.9346507766,93.2831260358,
L1D2_ongoing	41	118.386539572	72	3	Dendrite	61.0026590485,
L1D2_ongoing	42	67.6109361027	113	5	Dendrite	99.5800179259,
L1D2_ongoing	46	60.9284398042	65	4	Dendrite	183.166014794,
L1D2_ongoing	50	61.3187555756	98	0	Dendrite	165.764660336,
L1D2_ongoing	52	59.6409744859	114	0	Dendrite	202.46453501,241.384340618,
L1D2_ongoing	56	42.8617571811	108	3	Dendrite	29.4698177304,
L1D2_ongoing	60	181.830908981	58	26	Dendrite	13.4571391589,
L1D2_ongoing	63	308.352766521	86	10	Dendrite	105.96420204,
L1D2_ongoing	67	362.725289587	86	26	Dendrite	81.2839539596,230.737284946,
L1D2_ongoing	78	95.7160188563	56	29	Dendrite	21.7616495249,
L1D2_ongoing	80	118.974216335	58	5	Dendrite	81.7038043517,
L1D2_ongoing	81	115.859227393	110	22	Dendrite	229.166547035,
L1D2_ongoing	92	197.138642639	91	65	Dendrite	245.009060036,
L1D2_ongoing	95	217.602440516	44	56	ApicalDendrite	38.4822308509,190.621796559,
L1D2_ongoing	103	223.839077415	44	58	ApicalDendrite	229.400116723,
L1D2_ongoing	111	83.9942927706	7	32	ApicalDendrite	96.5586866452,134.81596729,
L1D2_ongoing	112	64.9164953107	88	4	Dendrite	159.859938723,
L1D2_ongoing	119	55.6031021426	104	10	Dendrite	222.0608925,
L1D2_ongoing	122	120.002974553	127	28	Dendrite	111.103050069,
L1D2_ongoing	124	145.398590963	42	18	ApicalDendrite	141.66138753,
L1D2_ongoing	138	126.6885269	18	18	ApicalDendrite	99.6932689564,
L1D2_ongoing	140	279.402645554	96	39	Dendrite	207.673149084,
L1D2_ongoing	144	286.585144126	96	42	Dendrite	227.976265371,
L1D2_ongoing	148	187.065508945	45	53	ApicalDendrite	133.839286644,
L1D2_ongoing	149	201.253086661	45	58	ApicalDendrite	244.759943376,
L1D2_ongoing	152	204.186264374	45	59	ApicalDendrite	189.299766975,
L1D2_ongoing	157	334.700898707	34	30	ApicalDendrite	230.299557474,
L1D2_ongoing	158	300.928691181	24	37	ApicalDendrite	208.959833244,
L1D2_ongoing	159	305.281110126	24	39	ApicalDendrite	56.9793602646,134.143451052,
L1D2_ongoing	161	337.267597443	34	31	ApicalDendrite	73.1774410075,
L1D2_ongoing	168	201.856755112	58	31	Dendrite	82.0162272562,
L1D2_ongoing	173	215.187070735	95	18	Dendrite	57.097419685,
L1D2_ongoing	177	94.1159262761	77	20	Dendrite	188.526219328,
L1D2_ongoing	182	119.636876781	92	26	Dendrite	52.9152473605,
L1D2_ongoing	184	120.332827609	92	27	Dendrite	143.576118212,
L1D2_ongoing	186	102.752589087	92	19	Dendrite	89.0025061174,
L1D2_ongoing	187	202.828848566	44	52	ApicalDendrite	126.80248483,
