# synapse type	synapse ID	soma distance	section ID	section pt ID	dendrite label	activation times
L1D1	2	305.281110126	24	39	ApicalDendrite	217.775576535,
L1D1	25	144.877877409	77	41	Dendrite	212.598985915,
L1D1	38	414.333208238	29	110	ApicalDendrite	219.472340116,
L1D1_ongoing	1	330.469511846	34	29	ApicalDendrite	249.078582231,
L1D1_ongoing	4	246.147502303	84	83	Dendrite	215.42485686,
L1D1_ongoing	6	197.513811551	58	29	Dendrite	141.037078308,
L1D1_ongoing	8	387.843604537	23	79	ApicalDendrite	24.0554583649,
L1D1_ongoing	15	299.251636044	85	4	Dendrite	104.294089562,
L1D1_ongoing	18	264.375441408	96	33	Dendrite	66.0666947691,
L1D1_ongoing	26	199.280277961	44	51	ApicalDendrite	129.050190926,
L1D1_ongoing	28	237.773797135	96	24	Dendrite	207.050845565,
L1D1_ongoing	31	282.982372924	86	0	Dendrite	39.9492906308,
L1D1_ongoing	32	304.105197592	34	20	ApicalDendrite	47.1969611392,147.488485926,
L1D1_ongoing	40	289.482176024	85	1	Dendrite	164.620734528,
L1D1_ongoing	42	279.629535611	84	97	Dendrite	85.5648405579,
L1D2_ongoing	8	255.131035451	96	30	Dendrite	220.615139311,232.284437504,
L1D2_ongoing	14	374.561790039	23	73	ApicalDendrite	198.752398009,
L1D2_ongoing	20	32.0547888707	62	5	Dendrite	62.3914326387,
L1D2_ongoing	28	145.932503088	44	39	ApicalDendrite	225.003489773,
L1D2_ongoing	32	172.20647626	93	1	Dendrite	12.531591,
L1D2_ongoing	34	174.371773242	93	3	Dendrite	10.8590109748,
L1D2_ongoing	38	159.959668842	92	39	Dendrite	157.582756564,
L1D2_ongoing	51	70.4389846043	70	8	Dendrite	50.8347767327,
L1D2_ongoing	54	88.0359075206	66	13	Dendrite	143.938883853,
L1D2_ongoing	59	180.628272177	58	25	Dendrite	19.2150010422,
L1D2_ongoing	67	362.725289587	86	26	Dendrite	86.5874892314,
L1D2_ongoing	68	220.757803574	45	66	ApicalDendrite	19.6249393307,
L1D2_ongoing	83	113.975366381	111	19	Dendrite	77.7492454418,
L1D2_ongoing	85	133.085660815	110	31	Dendrite	224.821577746,
L1D2_ongoing	86	158.045519796	110	46	Dendrite	0.138973499301,
L1D2_ongoing	90	132.762208873	111	29	Dendrite	188.672553355,
L1D2_ongoing	94	169.212680549	91	53	Dendrite	76.7809553975,
L1D2_ongoing	96	242.796995291	44	65	ApicalDendrite	52.6130016897,
L1D2_ongoing	98	241.926059381	44	64	ApicalDendrite	180.752063522,
L1D2_ongoing	101	231.48998264	44	61	ApicalDendrite	22.5403092117,
L1D2_ongoing	103	223.839077415	44	58	ApicalDendrite	122.916325056,
L1D2_ongoing	105	238.363784277	44	63	ApicalDendrite	5.05310520088,
L1D2_ongoing	108	227.34907043	44	59	ApicalDendrite	27.1462190725,95.3172977146,
L1D2_ongoing	116	86.1336923303	87	4	Dendrite	123.346311434,
L1D2_ongoing	125	142.146571845	42	17	ApicalDendrite	243.91142095,
L1D2_ongoing	126	358.020861421	23	64	ApicalDendrite	63.8160501181,
L1D2_ongoing	130	293.546479247	94	55	Dendrite	218.217406061,
L1D2_ongoing	132	297.345471379	94	57	Dendrite	226.692063159,
L1D2_ongoing	133	269.779894602	94	47	Dendrite	63.2052561671,
L1D2_ongoing	134	272.536424008	94	48	Dendrite	156.138825678,
L1D2_ongoing	143	291.25787469	96	45	Dendrite	109.218648402,
L1D2_ongoing	144	286.585144126	96	42	Dendrite	45.0175750563,114.485242188,215.365937154,
L1D2_ongoing	145	183.165996017	45	51	ApicalDendrite	13.8416078675,
L1D2_ongoing	147	179.843438655	45	50	ApicalDendrite	66.6000070376,
L1D2_ongoing	149	201.253086661	45	58	ApicalDendrite	152.779093202,
L1D2_ongoing	154	167.518034835	45	46	ApicalDendrite	55.2260595242,221.035141853,
L1D2_ongoing	156	155.453392384	41	25	ApicalDendrite	45.2980537442,
L1D2_ongoing	157	334.700898707	34	30	ApicalDendrite	135.088261641,
